0,-0.000300068,0.000480108,-0.00018004
-1.03418e-08,-0.000299876,0.000480406,-0.000180651
1.36911e-10,-0.000299984,0.000480376,-0.000180632
-1.03738e-06,-0.000299975,0.000480424,-0.000180815
-4.08912e-08,-0.00029078,0.000486235,-0.000195909
-9.60461e-07,-0.000329878,0.000448533,-0.000119372
-8.54192e-07,-0.000336935,0.000434053,-9.79693e-05
-1.14099e-06,-0.000297165,0.000482993,-0.000186573
-1.51088e-06,-0.000160373,0.000471302,-0.000311183
-9.78405e-07,-0.000307625,0.000475908,-0.000169407
-1.14267e-06,-0.000291676,0.000486068,-0.000195533
-8.55318e-07,-0.000292328,0.000485756,-0.000194698
-3.1429e-06,-9.80572e-05,0.000433118,-0.000335436
-1.59106e-06,-6.32749e-05,0.000406336,-0.000343445
-3.27512e-06,-0.000152679,0.000466688,-0.000315262
-1.96502e-06,-0.000163629,0.000472067,-0.000309952
-2.58692e-06,-0.000199228,0.000486565,-0.000289302
-3.00051e-06,-9.71208e-05,0.000432043,-0.000336339
-3.85665e-06,-0.000147459,0.000463695,-0.000318474
-2.95847e-06,-9.20244e-05,0.00042784,-0.000337878
-4.05623e-06,-0.00014842,0.000463705,-0.000318053
-2.07362e-06,-0.000246131,0.000494768,-0.000252491
-8.73627e-07,-0.000314075,0.000471007,-0.000161411
-4.46781e-06,2.93146e-05,0.000316551,-0.000346472
2.73959e-06,-0.000293825,0.00010344,0.000187044
4.44227e-06,-0.000241496,-1.07241e-05,0.000249568
2.81709e-06,-0.000301658,0.00012281,0.000175084
-5.03949e-06,-0.000108979,0.000439517,-0.000332557
-2.69667e-06,-0.000309323,0.000475756,-0.00017165
-6.435e-06,-0.000124292,0.000448795,-0.000327748
-5.88092e-06,7.09769e-05,0.000267498,-0.000338802
-1.40385e-06,-0.00033247,0.000448358,-0.000122574
-5.13429e-06,-0.00013378,0.00045467,-0.000324643
-6.92748e-06,-3.83206e-05,0.00038265,-0.000346394
-6.89167e-06,4.09049e-05,0.0003028,-0.000344332
6.8642e-06,-6.35901e-05,-0.000276262,0.000340331
4.58295e-06,0.000215272,-0.000490022,0.000280051
-6.08868e-06,0.000233737,2.41726e-05,-0.00025475
-6.8015e-06,-1.34279e-05,0.000359192,-0.000347513
2.11406e-06,0.000301258,-0.000481828,0.000186803
6.89869e-06,-0.000124455,-0.000198894,0.000322641
5.51553e-06,-0.000169281,-0.000133506,0.000301313
-5.1157e-06,-9.67045e-05,0.000430037,-0.00033667
-5.3372e-06,-0.000112056,0.000440841,-0.00033236
5.67253e-06,-0.000117349,-0.000208473,0.000325271
3.36783e-06,0.00025076,-0.000495152,0.000249799
5.26655e-06,-0.000264307,3.5684e-05,0.000224705
4.08433e-06,-0.000300369,0.000119148,0.000176287
-1.45242e-07,-0.00035282,0.000357005,-1.05646e-05
-3.75837e-06,-0.000251311,0.000495109,-0.000249345
-4.53156e-06,0.000307983,-0.00014004,-0.000162466
-7.09791e-06,0.000231355,2.87953e-05,-0.000256726
-5.5156e-06,0.000246003,6.99725e-07,-0.000242954
5.91233e-06,-0.000189829,-0.000100805,0.000288268
-5.94576e-06,0.000193228,9.55004e-05,-0.000286289
-5.00264e-06,0.000281237,-7.39195e-05,-0.000203146
-1.97708e-06,0.000351441,-0.000376844,3.17764e-05
4.84398e-06,0.000207253,-0.000487819,0.00028557
4.23111e-06,-0.000278015,6.64445e-05,0.000207436
5.44926e-06,-0.000241427,-1.01054e-05,0.000248015
5.22528e-06,-0.000208434,-7.01815e-05,0.000276021
-3.48607e-06,0.000333011,-0.000220814,-0.000106874
-5.73514e-06,0.000243564,5.2788e-06,-0.000245858
-6.74776e-06,5.82957e-05,0.000282565,-0.000341743
-2.43723e-06,-0.000289857,0.000488045,-0.000204717
4.73543e-06,-0.000272695,5.45172e-05,0.00021412
-4.3303e-06,0.000308754,-0.000142252,-0.000161429
-5.06921e-06,0.000295141,-0.000107178,-0.000183631
-6.14074e-06,0.000236727,1.80219e-05,-0.000251894
-6.05727e-06,-8.353e-05,0.000419751,-0.000339726
5.28036e-06,-0.000247429,2.85247e-06,0.000241172
5.37491e-06,-0.000279829,7.08281e-05,0.000204513
3.73482e-06,-0.000300267,0.000119348,0.000175845
-5.45368e-06,0.00026521,-3.76621e-05,-0.000223314
-6.66401e-06,0.000154571,0.000155645,-0.000308924
-4.5925e-06,0.000325253,-0.000194094,-0.000125972
-7.01083e-06,0.000193807,9.35221e-05,-0.000285556
4.8842e-06,-0.000296537,0.000111729,0.000180429
6.14172e-07,-0.000349707,0.00039295,-4.99554e-05
-4.53862e-06,0.000318437,-0.000171473,-0.000141509
-7.82231e-06,0.000119971,0.000204516,-0.000324112
-3.2635e-06,-0.000221956,0.000491746,-0.000275946
6.11843e-06,-0.00016411,-0.000140405,0.000303477
7.14503e-06,-0.000224193,-4.10165e-05,0.000262419
6.28205e-06,4.79555e-05,-0.000390294,0.000345339
6.88525e-07,0.000336419,-0.000440823,0.000111393
-4.57892e-06,-0.000215799,0.000490078,-0.000279629
-5.40149e-06,0.00032814,-0.000204239,-0.00011831
7.83801e-06,-0.000147987,-0.00016506,0.000312208
6.31137e-06,-0.000124398,-0.000198491,0.00032248
6.08479e-06,-0.00024887,4.7513e-06,0.000240523
5.93656e-06,5.225e-05,-0.000394912,0.00034497
-6.96157e-06,0.000147817,0.000165962,-0.000312073
-7.23475e-06,0.000147752,0.000165627,-0.000311933
-6.5239e-06,0.00022578,3.82102e-05,-0.000261075
-5.38571e-06,-0.000169274,0.000473009,-0.000309197
-2.90992e-06,-0.000294581,0.000485589,-0.000198168
-5.00797e-06,-0.000194895,0.000483611,-0.000294128
3.65365e-06,-0.000343018,0.000264264,7.2089e-05
-8.26175e-06,8.54411e-05,0.000249421,-0.000334606
8.03992e-06,-0.000147998,-0.000164747,0.000311454
6.74209e-06,-0.000177641,-0.000119791,0.000295466
6.80746e-06,-0.000270202,4.931e-05,0.000216389
-2.47665e-06,0.000353078,-0.000352759,7.06417e-06
-1.98679e-06,0.000350244,-0.000310208,-3.29213e-05
-2.98432e-06,0.000351539,-0.000324983,-1.95717e-05
-3.89817e-07,0.000348029,-0.000404049,6.31443e-05
3.60088e-06,-0.000341031,0.000257147,7.78996e-05
-3.99329e-06,-0.000242232,0.000494652,-0.0002587
-7.90801e-06,-1.6479e-05,0.000361747,-0.000347623
6.18153e-06,-0.000232932,-2.56093e-05,0.000254903
-5.59454e-06,0.000281274,-7.3187e-05,-0.000202903
7.42287e-06,-0.000186879,-0.000105103,0.00028949
6.38669e-06,-0.000203107,-7.79982e-05,0.000278433
6.00447e-06,-0.000293358,0.000103199,0.000185066
1.01037e-06,0.000325032,-0.000460599,0.000143109
-5.89617e-06,0.000253671,-1.43851e-05,-0.000235295
-6.19231e-06,0.00030117,-0.000122355,-0.000173574
-6.26814e-06,0.000249813,-6.8123e-06,-0.000239323
6.48133e-06,-0.000253425,1.40232e-05,0.000235759
4.59671e-06,-0.000273617,5.65091e-05,0.00021292
6.07167e-06,0.00014741,-0.000462266,0.000319255
-5.27244e-06,0.000278433,-6.71675e-05,-0.000206708
-7.2955e-06,0.000186277,0.000106698,-0.000290535
2.00252e-06,-0.000351843,0.000329409,1.56136e-05
5.38213e-06,-0.00025719,2.15228e-05,0.000231921
3.72598e-06,0.000239804,-0.00049457,0.000260699
-2.30685e-06,0.00035232,-0.000348622,2.94999e-06
-4.57883e-06,0.000331113,-0.000215238,-0.000110217
-5.66457e-06,0.000264842,-3.82857e-05,-0.000222772
5.25725e-06,-0.000261953,3.1799e-05,0.000226349
4.91717e-06,-0.000258973,2.51314e-05,0.000229927
4.74042e-06,-0.000308078,0.000141483,0.000161548
