1,0,0,0,-0.00485439,-0.0016358,-0.00136447,-0.0111498,-0.018583,0.999765,0.0106041,1,-0.000325806,0.000171368,-7.23452e-06
1,-0.000325806,0.000171368,-7.23452e-06,0.00125427,-0.000719503,0.000773556,-0.0111498,-0.018583,0.999765,0.0106055,1,-0.000618902,0.000348211,-3.12496e-06
1,-0.000618902,0.000348211,-3.12496e-06,-0.00225821,4.40795e-05,-0.00426608,-0.0111914,-0.0186523,0.999763,0.0106049,1,-0.00093062,0.00052907,-2.57341e-05
1,-0.00093062,0.00052907,-2.57341e-05,0.00614119,0.00111309,0.00321702,-0.0111085,-0.0185142,0.999767,0.0106042,0.999999,-0.00119765,0.000715812,-8.69003e-06
0.999999,-0.00119765,0.000715812,-8.69003e-06,-0.000120181,-0.00392655,-0.0025862,-0.01492,-0.02238,0.999638,0.0106132,0.999999,-0.00148859,0.000890895,-2.23617e-05
0.999999,-0.00148859,0.000890895,-2.23617e-05,0.00751563,-0.00362111,-0.00151719,-0.00743345,-0.0185836,0.9998,0.0106124,0.999998,-0.001778,0.000990923,-3.05349e-05
0.999998,-0.001778,0.000990923,-3.05349e-05,-0.00149463,-0.00530099,-0.00166991,-0.00743289,-0.0222987,0.999724,0.0106116,0.999997,-0.00212218,0.00106059,-3.94965e-05
0.999997,-0.00212218,0.00106059,-3.94965e-05,0.0101118,0.00997064,0.00688221,-0.0111085,-0.0185142,0.999767,0.0106128,0.999996,-0.00236482,0.00130023,-3.06427e-06
0.999996,-0.00236482,0.00130023,-3.06427e-06,0.00171241,0.0058473,0.00642406,-0.0300563,-0.0187852,0.999372,0.010612,0.999995,-0.00251528,0.00164304,3.14661e-05
0.999995,-0.00251528,0.00164304,3.14661e-05,0.00415588,-0.000108638,0.00138442,-0.015202,-0.0266035,0.99953,0.0106132,0.999994,-0.00279979,0.00181181,3.86999e-05
0.999994,-0.00279979,0.00181181,3.86999e-05,0.00858465,0.000502229,0.00596591,-0.01492,-0.02238,0.999638,0.0106124,0.999993,-0.00304469,0.00201011,7.0287e-05
0.999993,-0.00304469,0.00201011,7.0287e-05,-0.00607612,0.0990042,-0.00411337,-0.0148645,-0.0222968,0.999641,0.0106116,0.999991,-0.00336806,0.00273003,4.69356e-05
0.999991,-0.00336806,0.00273003,4.69356e-05,0.00385044,0.0548692,9.97437e-06,-0.0591409,-0.0221778,0.998003,0.0106051,0.999988,-0.00344447,0.00335727,4.68212e-05
0.999988,-0.00344447,0.00335727,4.68212e-05,0.0114863,0.033489,0.00459146,-0.0679321,-0.0178769,0.99753,0.0106045,0.999987,-0.0034454,0.00387934,7.13282e-05
0.999987,-0.0034454,0.00387934,7.13282e-05,0.0117917,0.0214244,0.00550776,-0.0616675,-0.0326475,0.997563,0.0106058,0.999984,-0.0035337,0.0043088,0.000100403
0.999984,-0.0035337,0.0043088,0.000100403,0.00430859,0.0224934,0.00336973,-0.0510066,-0.0291467,0.998273,0.0106052,0.999982,-0.00367251,0.00473847,0.000118151
0.999982,-0.00367251,0.00473847,0.000118151,0.00858465,0.0675447,0.0177251,-0.0267032,-0.0190737,0.999461,0.0106122,0.999978,-0.00382369,0.00538663,0.000210797
0.999978,-0.00382369,0.00538663,0.000210797,0.00339229,0.0993097,0.00672949,-0.0388764,-0.0155506,0.999123,0.0106134,0.999973,-0.00390055,0.00625085,0.000245172
0.999973,-0.00390055,0.00625085,0.000245172,0.0015597,0.106029,-0.00228077,-0.04627,-0.023135,0.998661,0.0106126,0.999966,-0.00403739,0.00713218,0.000231161
0.999966,-0.00403739,0.00713218,0.000231161,-0.0199733,0.00905434,0.00168985,-0.0261089,-0.0111895,0.999596,0.0106118,0.999963,-0.00423256,0.0075188,0.000241418
0.999963,-0.00423256,0.0075188,0.000241418,-0.0123375,-0.00178852,-0.00579325,-0.0367337,-0.0183668,0.999156,0.0106053,0.999959,-0.00444362,0.00782743,0.000211485
0.999959,-0.00444362,0.00782743,0.000211485,-0.00974131,-0.0259177,-0.0100693,-0.033181,-0.0258074,0.999116,0.0106047,0.999957,-0.00473874,0.00794142,0.000158326
0.999957,-0.00473874,0.00794142,0.000158326,-0.0112685,-0.0205726,-0.00716769,-0.0226299,-0.0226299,0.999488,0.0106041,0.999955,-0.0051101,0.00799181,0.000119599
0.999955,-0.0051101,0.00799181,0.000119599,-0.0134065,-0.01874,-0.000906324,-0.0497591,-0.00710844,0.998736,0.0106055,0.999953,-0.00514928,0.00824087,0.000117905
0.999953,-0.00514928,0.00824087,0.000117905,-0.0153918,-0.00178852,-0.00869486,-0.00374361,-0.0299489,0.999544,0.0106125,0.999952,-0.00552521,0.00804069,6.90894e-05
0.999952,-0.00552521,0.00804069,6.90894e-05,-0.0166135,0.0143994,-0.0109856,-0.00380126,-0.0228076,0.999733,0.0106117,0.999952,-0.00585602,0.00786385,7.74595e-06
0.999952,-0.00585602,0.00786385,7.74595e-06,-0.0221113,0.0171483,-0.0111383,-0.011404,-0.0190067,0.999754,0.0106129,0.99995,-0.00627511,0.007776,-5.43809e-05
0.99995,-0.00627511,0.007776,-5.43809e-05,0.0319502,0.177348,0.0722448,-0.0823785,-0.0337003,0.996031,0.0106121,0.99994,-0.00620828,0.00905311,0.00032298
0.99994,-0.00620828,0.00905311,0.00032298,0.00537761,0.20728,-0.107502,-0.0485217,-0.0671838,0.99656,0.0106056,0.999926,-0.00649117,0.0103185,-0.000255842
0.999926,-0.00649117,0.0103185,-0.000255842,-0.0120321,0.12573,-0.120789,-0.0787459,-0.0342373,0.996307,0.010605,0.999913,-0.00668153,0.0113096,-0.000899044
0.999913,-0.00668153,0.0113096,-0.000899044,-0.0118793,0.0279912,-0.0297697,-0.115265,0.00678028,0.993312,0.0106044,0.999908,-0.00667182,0.0117988,-0.00105402
0.999908,-0.00667182,0.0117988,-0.00105402,0.0204965,-0.128085,-0.0442778,-0.0379417,-0.0531184,0.997867,0.0106057,0.999912,-0.0068955,0.0112374,-0.00128863
0.999912,-0.0068955,0.0112374,-0.00128863,0.00201785,-0.10533,-0.147056,-0.0869029,-0.0395013,0.995433,0.0106127,0.999913,-0.00702352,0.0109985,-0.00206436
0.999913,-0.00702352,0.0109985,-0.00206436,-0.0283727,0.0206608,-0.0795552,-0.148847,-0.0267162,0.988499,0.0106119,0.999905,-0.00721272,0.0114538,-0.00248347
0.999905,-0.00721272,0.0114538,-0.00248347,0.000490683,0.0994624,0.0691905,-0.13691,0,0.990584,0.0106131,0.999896,-0.00716004,0.0123315,-0.00211715
0.999896,-0.00716004,0.0123315,-0.00211715,0.0145406,-0.0150748,-0.0997138,0.0105977,-0.0211955,0.999719,0.0106123,0.9999,-0.00715694,0.011904,-0.00264988
0.9999,-0.00715694,0.011904,-0.00264988,-0.000425614,-0.0358443,-0.0247301,-0.0140828,-0.00704138,0.999876,0.0106058,0.999907,-0.00695082,0.0114335,-0.00277913
0.999907,-0.00695082,0.0114335,-0.00277913,-0.0184461,-0.0508104,0.0815605,-0.0382994,0,0.999266,0.0106052,0.999909,-0.00680935,0.0114266,-0.0023392
0.999909,-0.00680935,0.0114266,-0.0023392,-0.00806143,-0.0795211,0.0814078,-0.0506542,-0.0144726,0.998611,0.0106046,0.99991,-0.00685751,0.0113578,-0.00190195
0.99991,-0.00685751,0.0113578,-0.00190195,0.000337968,0.0435682,0.0377309,-0.0073523,0.0110284,0.999912,0.010604,0.999912,-0.00655588,0.0114055,-0.00170142
0.999912,-0.00655588,0.0114055,-0.00170142,0.0389752,0.0528839,0.0589585,0.0359248,-0.0359248,0.998709,0.010613,0.999914,-0.00647238,0.0113616,-0.00139638
0.999914,-0.00647238,0.0113616,-0.00139638,0.0453893,0.0209662,0.0151289,0.0423131,-0.0493653,0.997884,0.0106122,0.999916,-0.00640214,0.0111679,-0.00132349
0.999916,-0.00640214,0.0111679,-0.00132349,0.0360736,-0.00530099,-0.0781808,-0.0534825,-0.021393,0.99834,0.0106133,0.999913,-0.00630774,0.0114745,-0.00173916
0.999913,-0.00630774,0.0114745,-0.00173916,-0.0273037,-0.0356915,0.023681,-0.0297234,-0.0148617,0.999448,0.0106125,0.99991,-0.00655905,0.0116194,-0.00160978
